medium,ploidy,replicate,exp_folder,Position_n,run_number,Cell_ID,mKate_stain_index,mNeon_inside_cell_stain_index,mNeon_inside_mtNet_stain_index
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_26,6,3,4.24632916300361,3.3789437056259843,0.747407372122391
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_27,6,2,4.038744975056869,2.505171568589727,0.5572348139921923
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_27,6,3,4.663007872506981,3.904918428698279,0.9590398872996108
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_28,6,1,4.740065421656292,3.237634131160351,0.5946624308672392
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_28,6,2,3.897601306070424,2.8306412708601405,0.5389781198912122
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_29,6,1,4.05735783967855,2.874065623515709,0.6016369753305799
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_29,6,2,3.5165278283150565,3.657806297211039,1.0079756919152423
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_30,6,1,4.6568852201232085,4.057557787801634,0.9338468691475749
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_30,6,2,4.300909003503768,3.1877648007266215,0.6539746847071035
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_31,6,1,4.43438338441316,3.6397617285847206,0.6840430304086808
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_31,6,2,4.976414600990519,2.909071924068134,0.5143349823848269
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_32,6,1,4.606745729877977,3.194539040526426,0.6661437297404859
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_32,6,2,4.751288886541072,4.2300310309661135,1.1081768252024693
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_33,6,2,4.563755290536934,4.112857529019108,1.0268314279438833
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_33,6,3,4.72638088663362,3.526947847183214,0.7533898265693876
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_34,6,1,3.9683652982274285,3.178061944692485,0.7705158216851998
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_34,6,2,4.270926051116842,3.7807462382672687,0.9179441576885996
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_35,6,1,3.5212542486406795,2.9149164978548208,0.70929706601613
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_35,6,2,3.6413113572750127,3.5396924917717825,0.9686060151017787
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_36,6,2,4.304933388863229,2.9985274111401194,0.5836582340400128
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_36,6,3,4.823830971070135,3.230934989048777,0.5277721253963451
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_37,6,1,4.04984599865012,3.339948820846661,0.757668414914681
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_37,6,2,4.546292931489921,4.772487983250511,1.1262925171672402
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_38,6,1,4.424603674600861,3.433054055652797,0.8539574468020719
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_38,6,2,4.322037191100588,3.673190230370513,0.9932661164021127
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_39,6,1,4.474937894842125,2.8973621109216383,0.6047566890231968
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_39,6,2,4.460871001752867,3.1636779955619136,0.9619613979196341
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_40,6,1,4.355125833645204,4.6204651644393655,1.1902857374900002
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_40,6,2,4.231381109219453,3.4076820213795327,0.7974867197613333
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_41,6,1,3.8025885696499158,3.011478366197557,0.8305174619329337
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_41,6,2,4.570249985396988,3.3026372701483155,0.8679562729133938
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_42,6,1,4.770286628156749,3.9709397477293797,0.982181401379742
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_42,6,2,4.004281281072349,3.424763319014364,0.7254653247597509
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_43,6,1,4.127939475269436,3.3301930895111553,0.7201707149072998
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_43,6,2,4.086810691376237,3.5850975463434236,0.950659228987669
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_44,6,1,4.168640617275574,3.036793585174709,0.6058201372388506
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_45,6,1,4.16894808589491,,
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_45,6,2,4.06038277521707,3.2614212615896054,0.7297856705507096
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_46,6,1,3.9472068022865705,3.755693426900749,0.9633330378353767
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_46,6,2,4.747219910284553,3.0145505239501107,0.5039328805697603
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_47,6,1,4.495790599808027,4.961838821031941,1.2513571418921199
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_47,6,2,4.467024166329822,3.6176855602277875,0.8561008305191131
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_48,6,1,4.632804078663719,3.09861936752604,0.7628498127666179
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_48,6,2,4.392083872555448,2.5958332496619114,0.4564929629406828
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_48,6,3,,,
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_49,6,1,4.082702783165827,3.343288375049065,0.7708899170504442
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_49,6,2,5.307305917050673,5.706127907664103,0.9492706483416585
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_50,6,1,4.559604028243232,3.424321605361876,0.8100212034767303
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_51,6,1,3.97992326604701,3.1816784204224744,0.8525017557809362
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_51,6,2,4.465255249222049,9.344380260828087,2.04385949169116
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_52,6,1,3.94732593160089,3.375941017559613,0.8987810267651902
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_52,6,2,4.474121735510231,3.3957344941002745,0.8519048959628049
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_53,6,1,4.298128314585822,4.631704198585031,1.13765777601007
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_0nM_SCD,Position_53,6,2,4.265696182524219,3.0907104268029975,0.7155582364961768
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_1,6,1,4.376825331454071,3.6733664465726346,0.8596715044870673
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_2,6,1,4.20698804752915,3.287151714583091,0.7640059647875154
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_3,6,1,6.04155920651735,5.031843483303415,0.9948432649332825
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_3,6,2,,,
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_4,6,1,4.7929567660996915,4.032858827904453,0.9047071540150281
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_5,6,1,4.263044746072425,2.603111160296429,0.25439237033683687
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_5,6,2,4.278716130145323,3.5915974706023506,0.7938274829104383
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_6,6,2,4.157507052442497,2.8214893453943333,0.7550257514218068
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_7,6,3,5.027575002794191,5.367587052205598,1.271977806491012
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_8,6,1,4.591819900693808,3.5903174298913605,0.8018156306054907
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_9,6,1,4.610094303337206,4.104307653260287,1.0340396313746847
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_10,6,1,5.364242861374206,2.405264363776265,0.5369870624148668
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_11,6,1,5.256093961056321,,
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_11,6,2,5.422738632241408,4.094796304697066,0.8834429943027067
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_12,6,1,5.043894112582516,3.060266152375465,0.6896531252523322
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_13,6,1,5.192642853236087,3.2927820051786396,0.6969053848658884
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_14,6,1,4.994006905678826,3.6798795442529424,0.8876954735192049
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_14,6,2,4.962511135979016,4.0534793889450675,0.8558951942517871
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_15,6,1,4.58372034873756,3.0961383348621903,0.7212040406647963
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_15,6,2,4.61133721314836,3.694719192547866,0.8782826449737932
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_16,6,1,4.826419754855244,3.6129177794354037,0.7978994123796086
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_16,6,2,4.450463465711168,3.4362920955279956,0.8244505357669795
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_17,6,1,4.4642696822334855,3.3110847056130392,0.7986206364220297
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_17,6,2,5.256396686653197,3.8597634332353556,0.868938610183969
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_18,6,3,4.091274273893583,3.9062497915582703,1.037749575501497
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_19,6,1,4.805412873364048,3.370185785098085,0.8595577452470398
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_19,6,2,5.4052507132222525,2.5695766096854777,0.558982091167763
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_20,6,1,4.508750857056701,4.096779387093107,1.0692882249918172
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_21,6,1,3.803327401588938,3.229926988839514,0.727488296854163
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_21,6,2,4.359216128021685,3.224508656792197,0.6469609341712387
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_22,6,1,4.326218015965722,4.09988690201357,1.0950751476295668
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_22,6,2,4.124494812092237,3.522313033759311,0.8208581259558679
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_23,6,1,4.336554043324646,3.470826906870521,0.8967769559264329
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_23,6,2,4.189301784922343,3.4604486724113532,0.794012409802703
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_24,6,1,3.9958561701031194,3.3670778164075794,0.878519929530927
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_24,6,2,4.858516007525062,1.371183177066525,0.08632953089423545
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_25,6,1,5.00234257663893,3.389618304722599,0.683592599896733
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_25,6,2,5.777863696432473,3.6564287999684764,0.8343931759490472
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_26,6,1,4.121333971960968,3.1084462189614954,0.882802713926994
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_26,6,2,4.182734928175635,3.0502404179122413,0.9128350953948132
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_27,6,1,4.521761969296768,3.9323515562193405,1.069762821426671
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_27,6,2,4.986079382625036,3.7006292384415715,0.848905685503559
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_28,6,1,4.623973843144986,3.641714808172818,0.9209812098091504
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_29,6,1,5.072007096017852,3.817963007814721,0.8613700121887174
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_29,6,2,4.45339831252784,3.034914641085881,0.7784331739661797
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_30,6,1,3.8518842815630188,3.17232796704769,0.8257191944102444
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_30,6,2,3.8673042026572837,3.5667513311779007,0.939917587323403
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_31,6,1,4.007958458939694,3.8611746556817144,0.8694854451871247
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_31,6,2,4.6318955035196065,3.707634641246185,0.9143043296702967
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_32,6,3,4.225034722483127,3.9218383380099873,0.9053063832078703
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_32,6,4,4.260737507179001,3.4368441639500804,0.8115410237768793
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_33,6,1,3.7562851764317564,2.9437525427390927,0.8173913403967962
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_34,6,1,4.571089225074797,2.52548423477547,0.616742794240441
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_34,6,2,4.163892956014024,2.3064089015520484,0.6512146431692634
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_35,6,1,4.189969806925343,3.3449098051626485,0.7516392191121444
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_36,6,1,3.942455079476265,3.001824098393867,0.813098413603163
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_36,6,2,4.975868150602417,3.755470674516006,0.9945737451766268
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_37,6,1,5.270460362643271,4.47898063680515,1.0331407217524442
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_37,6,2,4.802087318088297,,
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_38,6,1,4.8949116290988846,3.522322783891534,0.663476096596229
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_38,6,2,5.386074781382149,6.553520382225048,0.8392224186148568
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_39,6,1,4.089456251709832,2.4104337477738365,0.5747900654354904
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_39,6,2,4.029655276400049,2.866677182503583,0.8287718524715563
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_40,6,1,4.146941404059343,3.2626945832755894,0.8664511546414047
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_40,6,2,5.077394558741503,3.7275851942317497,0.631774543917434
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_41,6,1,5.210318387724779,4.24237668584283,0.9583885743474565
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_42,6,1,4.064709014343697,3.4376781020618385,0.795299716665488
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_43,6,1,4.112886461218687,3.160269460062406,0.5938992236273701
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_43,6,2,4.284279676973382,2.374296168561185,0.43348116951388954
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_44,6,1,4.357144042716382,3.3727606815169655,0.8108746968129642
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_45,6,1,4.225730200453806,3.3521939314470712,0.8120722226336415
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_46,6,1,4.248466886005523,3.869852716778663,0.8026211621615644
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_46,6,2,3.959456834487569,2.962843313008627,0.701603035262755
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_47,6,1,4.101656055276526,3.0605136797919834,0.6970816371728694
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_47,6,2,3.9048130616959003,3.21460586735902,0.8607261751151106
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_48,6,1,3.958969098947914,3.000371977203745,0.6568821598185018
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_48,6,2,5.71542806129106,6.604224955746422,1.6014038293811534
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_49,6,1,4.045681493986653,4.504297592171213,1.334859209356794
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_49,6,2,3.835225223483251,3.521187473729058,0.842222563093891
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_50,6,1,4.294169897195004,3.486801811986334,0.8586795504536295
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_50,6,2,4.184325359765643,3.482522936310393,0.9231516708664851
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_51,6,2,5.268195666658144,5.596403204752765,1.356989282511795
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_51,6,3,4.537409880759221,3.3019918981035756,0.8222427764138825
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_52,6,1,4.305341185092103,2.9442014285746576,0.7223848810041159
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_15nM_SCD,Position_52,6,2,4.122458887187924,3.2820280672037443,0.7798476368853533
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_1,6,1,5.0047421532674425,2.19456198176904,0.5172473968458999
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_1,6,2,4.7412747456158195,3.057167151653867,0.6714615441398823
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_2,6,1,5.566580153027128,4.081865927489306,0.8053932617355525
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_3,6,1,4.0984452576616475,2.5722090522642205,0.6539607749940178
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_4,6,1,3.9659736931797673,2.854763425082259,0.6420675381575179
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_4,6,2,4.374422701087884,3.4474503724693197,0.5521405978279244
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_5,6,1,3.792025110107549,3.052139424678743,0.8631962952940373
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_5,6,2,3.7181834272717027,3.044568988895918,0.7323808599744445
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_6,6,1,3.8548867480676443,1.8334234954879902,0.5756998901665821
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_6,6,2,3.630602008225869,,
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_7,6,1,3.990767650793259,3.6193465119091104,0.7928474626202897
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_7,6,2,4.025117225297378,3.874514094085426,0.9188965716975178
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_8,6,1,4.701752125284377,3.388891893891986,0.7695141283724153
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_8,6,2,4.415964360229498,3.6714322305184335,0.9335301996005637
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_8,6,3,,,
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_9,6,1,3.9177385084063583,2.990568309729521,0.7262407725655461
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_9,6,2,4.305437512184687,3.1107808861820168,0.7565276704219557
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_10,6,1,4.75631260361008,3.6101414927859716,0.8001654979480955
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_10,6,2,,,
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_11,6,1,4.430858929342154,2.791155989230654,0.6346030167531697
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_12,6,1,3.951240798973322,3.8023205370010937,0.9178375978370595
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_12,6,4,4.935102221669955,4.274839759069004,0.9766972100011314
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_13,6,1,4.071287915960453,3.0247509127420926,0.6411856799531351
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_13,6,2,4.519858055812297,5.0296999684441674,1.41486203801107
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_14,6,1,3.6132384465986216,3.5640736781301414,0.7818883221548226
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_14,6,4,4.097691115972639,3.5151416406958895,0.7469229584945242
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_15,6,1,4.616504164850234,3.2593458461603353,0.329988008487325
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_15,6,2,3.651899691678136,2.729885486304468,0.7011954499906398
SCD,Haploids,2020-07-15_SCD_Haploid_3,2020-07-15_ASY13-1_60nM_SCD,Position_16,6,1,4.270218664708418,3.088675733500642,0.7587606251295951
